SN,NIN,Facility_Name,Facility_Type,State,District,Taluka,Block,Activity Name/Health Day Name ,Activity_Date,Event_name,Year
"3,985",2613626155,HSC KOCHA,SubCentre,Jharkhand,Khunti,TORPA,TORPA,yoga activity ,(18th March 2024),Yoga,2024
"3,986",2613626155,HSC KOCHA,SubCentre,Jharkhand,Khunti,TORPA,TORPA,VHND program ,(21st March 2024),"Other
",2024
"3,987",2613626155,HSC KOCHA,SubCentre,Jharkhand,Khunti,TORPA,TORPA,yoga activity ,(19th March 2024),Yoga,2024
"3,988",2613626155,HSC KOCHA,SubCentre,Jharkhand,Khunti,TORPA,TORPA,yoga activity ,(22nd March 2024),Yoga,2024
"3,989",2613626155,HSC KOCHA,SubCentre,Jharkhand,Khunti,TORPA,TORPA,yoga activity ,(23rd March 2024),Yoga,2024
"3,990",2613626155,HSC KOCHA,SubCentre,Jharkhand,Khunti,TORPA,TORPA,yoga activity ,(27th March 2024),Yoga,2024
"3,991",2613626155,HSC KOCHA,SubCentre,Jharkhand,Khunti,TORPA,TORPA,yoga activity ,(28th March 2024),Yoga,2024
"4,020",2637887254,HSC KHAJURI,SubCentre,Jharkhand,Jamtara,KUNDHIT,KUNDHIT,yoga,(17th March 2024),Yoga,2024
"4,021",2637887254,HSC KHAJURI,SubCentre,Jharkhand,Jamtara,KUNDHIT,KUNDHIT,World Tuberculosis Day(24th March 2024),(24th March 2024),Yoga,2024
"4,022",2637887254,HSC KHAJURI,SubCentre,Jharkhand,Jamtara,KUNDHIT,KUNDHIT,Yoga,(25th March 2024),Yoga,2024
"4,023",2637887254,HSC KHAJURI,SubCentre,Jharkhand,Jamtara,KUNDHIT,KUNDHIT,Yoga,(26th March 2024),Yoga,2024
"4,024",2637887254,HSC KHAJURI,SubCentre,Jharkhand,Jamtara,KUNDHIT,KUNDHIT,yoga,(27th March 2024),Yoga,2024
"4,025",2637887254,HSC KHAJURI,SubCentre,Jharkhand,Jamtara,KUNDHIT,KUNDHIT,Yoga,(28th March 2024),Yoga,2024
"4,026",2637887254,HSC KHAJURI,SubCentre,Jharkhand,Jamtara,KUNDHIT,KUNDHIT,Yoga,(29th March 2024),Yoga,2024
"4,027",2637887254,HSC KHAJURI,SubCentre,Jharkhand,Jamtara,KUNDHIT,KUNDHIT,Yoga,(30th March 2024),Yoga,2024
"4,028",2637887254,HSC KHAJURI,SubCentre,Jharkhand,Jamtara,KUNDHIT,KUNDHIT,Yoga,(31st March 2024),Yoga,2024
"4,032",2638684239,HSC BANSDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,NCD screening and VHND ,(7th March 2024),"Other
",2024
"4,033",2638684239,HSC BANSDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,anganwadi visit ,(6th March 2024),"Other
",2024
"4,034",2638684239,HSC BANSDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,ANC in AAM Bansda ,(9th March 2024),"Other
",2024
"4,035",2638684239,HSC BANSDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,inj TD ,(12th March 2024),"School visit,Health talk",2024
"4,036",2638684239,HSC BANSDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,Family welfare day ,(21st March 2024),"Other
",2024
"4,037",2638684239,HSC BANSDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,Oral health day and ,(20th March 2024),"School visit,Other
",2024
"4,038",2638684239,HSC BANSDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,,(19th March 2024),School visit,2024
"4,039",2638684239,HSC BANSDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,monthly swasthya mela,(14th March 2024),"Other
",2024
"4,040",2638684239,HSC BANSDA,SubCentre,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,school visit for multiple purposes ,(15th March 2024),School visit,2024
"4,042",2641112368,HSC PUNDIDIRI,SubCentre,Jharkhand,Ranchi,TAMAR I,TAMAR,elderly health day ,(16th March 2024),Health talk,2024
"4,043",2642343871,HSC BAREDA,SubCentre,Jharkhand,Sarikela-Kharswana,NIMDIH,NIMDIH,yoga,(21st March 2024),Yoga,2024
"4,044",2642343871,HSC BAREDA,SubCentre,Jharkhand,Sarikela-Kharswana,NIMDIH,NIMDIH,YOGA,(22nd March 2024),Yoga,2024
"4,045",2642343871,HSC BAREDA,SubCentre,Jharkhand,Sarikela-Kharswana,NIMDIH,NIMDIH,YOGA ,(23rd March 2024),"Yoga,Other
",2024
"4,046",2642343871,HSC BAREDA,SubCentre,Jharkhand,Sarikela-Kharswana,NIMDIH,NIMDIH,yoga,(25th March 2024),Yoga,2024
"4,047",2642343871,HSC BAREDA,SubCentre,Jharkhand,Sarikela-Kharswana,NIMDIH,NIMDIH,World Tuberculosis Day(24th March 2024),(24th March 2024),Yoga,2024
"4,048",2642343871,HSC BAREDA,SubCentre,Jharkhand,Sarikela-Kharswana,NIMDIH,NIMDIH,yoga,(26th March 2024),Yoga,2024
"4,049",2642343871,HSC BAREDA,SubCentre,Jharkhand,Sarikela-Kharswana,NIMDIH,NIMDIH,YOGA ,(27th March 2024),Yoga,2024
"4,050",2642343871,HSC BAREDA,SubCentre,Jharkhand,Sarikela-Kharswana,NIMDIH,NIMDIH,YOGA ,(28th March 2024),Yoga,2024
"4,051",2642343871,HSC BAREDA,SubCentre,Jharkhand,Sarikela-Kharswana,NIMDIH,NIMDIH,YOGA ,(29th March 2024),Yoga,2024
"4,052",2642343871,HSC BAREDA,SubCentre,Jharkhand,Sarikela-Kharswana,NIMDIH,NIMDIH,YOGA ,(30th March 2024),Yoga,2024
"4,067",2643753847,HSC POKHARIA,SubCentre,Jharkhand,Dumka,SARAIYAHAT,SARAIYAHAT,"World TB day, VHND",(28th March 2024),Health talk,2024
"4,068",2643753847,HSC POKHARIA,SubCentre,Jharkhand,Dumka,SARAIYAHAT,SARAIYAHAT,manthly meeting,(30th March 2024),Health talk,2024
"4,071",2643781681,HSC HATWARIA,SubCentre,Jharkhand,Chatra,SHALIGRAM RAM NARAYANPUR(HUNTERGANJ),,VHND,(14th March 2024),"Other
",2024
"4,078",2644267771,HSC MERMERA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,NCD Screening ,(4th March 2024),"Other
",2024
"4,079",2644267771,HSC MERMERA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,Monthly ANC Check up ,(9th March 2024),"Other
",2024
"4,080",2644267771,HSC MERMERA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,NCD Screening ,(7th March 2024),"Other
",2024
"4,081",2644267771,HSC MERMERA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,Family Welfare Day ,(21st March 2024),"Other
",2024
"4,105",2653883765,HSC KHOKHO,SubCentre,Jharkhand,Ramgarh,GOLA,GOLA,sickle cell screening and health talk ,(1st March 2024),Special screening talk,2024
"4,106",2653883765,HSC KHOKHO,SubCentre,Jharkhand,Ramgarh,GOLA,GOLA,Sickle cell screening and health talk ,(4th March 2024),Special screening talk,2024
"4,107",2653883765,HSC KHOKHO,SubCentre,Jharkhand,Ramgarh,GOLA,GOLA,health awareness and VHND,(7th March 2024),Health talk,2024
"4,108",2653883765,HSC KHOKHO,SubCentre,Jharkhand,Ramgarh,GOLA,GOLA,International Women's Day(8th March 2024),(8th March 2024),Health talk,2024
"4,109",2653883765,HSC KHOKHO,SubCentre,Jharkhand,Ramgarh,GOLA,GOLA,Health talk and Fluorosis Sample collection ,(11th March 2024),Health talk,2024
"4,110",2653883765,HSC KHOKHO,SubCentre,Jharkhand,Ramgarh,GOLA,GOLA,ANC Checkup and health talk ,(12th March 2024),Special screening talk,2024
"4,111",2653883765,HSC KHOKHO,SubCentre,Jharkhand,Ramgarh,GOLA,GOLA,sickle cell screening and health talk ,(13th March 2024),Special screening talk,2024
"4,112",2653883765,HSC KHOKHO,SubCentre,Jharkhand,Ramgarh,GOLA,GOLA,information about Hypertension and Diabetes ,(15th March 2024),Health talk,2024
"4,113",2653883765,HSC KHOKHO,SubCentre,Jharkhand,Ramgarh,GOLA,GOLA,NMHP,(16th March 2024),Health talk,2024
"4,114",2653883765,HSC KHOKHO,SubCentre,Jharkhand,Ramgarh,GOLA,GOLA,sickle cell screening ,(26th March 2024),Special screening talk,2024
"4,115",2653883765,HSC KHOKHO,SubCentre,Jharkhand,Ramgarh,GOLA,GOLA,Oral screening ,(27th March 2024),Special screening talk,2024
"4,121",2658327842,HSC CHELAPATHER,SubCentre,Jharkhand,Dumka,JAMA,JAMA,Mobile health camp,(9th March 2024),Special screening talk,2024
"4,122",2658327842,HSC CHELAPATHER,SubCentre,Jharkhand,Dumka,JAMA,JAMA,World Tuberculosis Day(24th March 2024),(24th March 2024),Community meeting,2024
"4,146",2667835835,HSC BHEEMPARA,SubCentre,Jharkhand,Sahibganj,BARHARWA,BARHARWA,ri,(2nd March 2024),"Other
",2024
"4,147",2667835835,HSC BHEEMPARA,SubCentre,Jharkhand,Sahibganj,BARHARWA,BARHARWA,heath camp,(3rd March 2024),"Other
",2024
"4,148",2667835835,HSC BHEEMPARA,SubCentre,Jharkhand,Sahibganj,BARHARWA,BARHARWA,iucd ,(11th March 2024),"Other
",2024
"4,149",2667835835,HSC BHEEMPARA,SubCentre,Jharkhand,Sahibganj,BARHARWA,BARHARWA,iucd ,(13th March 2024),"Other
",2024
"4,150",2667835835,HSC BHEEMPARA,SubCentre,Jharkhand,Sahibganj,BARHARWA,BARHARWA,family planing ,(21st March 2024),"Other
",2024
"4,159",2673664682,HSC MANGHAR,SubCentre,Jharkhand,Godda,MEHERMA,MEHERMA,oral day ,(20th March 2024),Special screening talk,2024
"4,173",2676476340,HSC LAKHIBAGH,SubCentre,Jharkhand,Dumka,GOPIKANDAR,GOPIKANDAR,VIA of cervical cancer,(21st March 2024),Special screening talk,2024
"4,174",2676476340,HSC LAKHIBAGH,SubCentre,Jharkhand,Dumka,GOPIKANDAR,GOPIKANDAR,VIA of cervical cancer,(27th March 2024),"Other
",2024
"4,175",2676476340,HSC LAKHIBAGH,SubCentre,Jharkhand,Dumka,GOPIKANDAR,GOPIKANDAR,family welfare day,(28th March 2024),"Other
",2024
"4,184",2686376738,HSC KUTNIPATHER,SubCentre,Jharkhand,Godda,GODDA,GODDA SADAR,masik bujurg diwas,(16th March 2024),Health talk,2024
"4,185",2686376738,HSC KUTNIPATHER,SubCentre,Jharkhand,Godda,GODDA,GODDA SADAR,world oral health day,(20th March 2024),Health talk,2024
"4,186",2713188783,HSC KHAIRPAL,SubCentre,Jharkhand,Purbi Singhbhum,POTKA,POTKA,yoga,(23rd March 2024),Yoga,2024
"4,187",2713188783,HSC KHAIRPAL,SubCentre,Jharkhand,Purbi Singhbhum,POTKA,POTKA,world oral health day ,(20th March 2024),School visit,2024
"4,188",2713188783,HSC KHAIRPAL,SubCentre,Jharkhand,Purbi Singhbhum,POTKA,POTKA,yoga,(27th March 2024),Yoga,2024
"4,189",2713188783,HSC KHAIRPAL,SubCentre,Jharkhand,Purbi Singhbhum,POTKA,POTKA,family planning day ,(28th March 2024),"Other
",2024
"4,203",2716888322,HSC THAI,SubCentre,Jharkhand,Pashchimi Singhbhum,MANJHARI,MANJHARI,VHND and ANC check up,(7th March 2024),Community meeting,2024
"4,204",2716888322,HSC THAI,SubCentre,Jharkhand,Pashchimi Singhbhum,MANJHARI,MANJHARI,elderly health day ,(16th March 2024),Health talk,2024
"4,205",2716888322,HSC THAI,SubCentre,Jharkhand,Pashchimi Singhbhum,MANJHARI,MANJHARI,NCD screeing ,(21st March 2024),Special screening talk,2024
"4,206",2716888322,HSC THAI,SubCentre,Jharkhand,Pashchimi Singhbhum,MANJHARI,MANJHARI,monthly meeting ,(27th March 2024),Community meeting,2024
"4,218",2738233689,HSC OIANA,SubCentre,Jharkhand,Ranchi,KANKE,KANKE,Oral health care ,(20th March 2024),Health talk,2024
"4,219",2738233689,HSC OIANA,SubCentre,Jharkhand,Ranchi,KANKE,KANKE,health Teaching ,(28th March 2024),Health talk,2024
"4,257",2741678672,HSC FATEHPUR,SubCentre,Jharkhand,Pakaur,AMRAPARA,AMRAPARA,SPORTS ACTIVITIES IN SCHOOL ,(11th March 2024),Sports activity,2024
"4,258",2741678672,HSC FATEHPUR,SubCentre,Jharkhand,Pakaur,AMRAPARA,AMRAPARA,YOGA SESSION ,(14th March 2024),School visit,2024
"4,259",2741678672,HSC FATEHPUR,SubCentre,Jharkhand,Pakaur,AMRAPARA,AMRAPARA,YOGA SESSION ,(16th March 2024),Yoga,2024
"4,260",2741678672,HSC FATEHPUR,SubCentre,Jharkhand,Pakaur,AMRAPARA,AMRAPARA,YOGA SESSION ,(18th March 2024),Yoga,2024
"4,261",2741678672,HSC FATEHPUR,SubCentre,Jharkhand,Pakaur,AMRAPARA,AMRAPARA,NCD SCREENING ,(20th March 2024),Special screening talk,2024
"4,262",2741678672,HSC FATEHPUR,SubCentre,Jharkhand,Pakaur,AMRAPARA,AMRAPARA,YOGA SESSION ,(21st March 2024),"School visit,Yoga",2024
"4,263",2741678672,HSC FATEHPUR,SubCentre,Jharkhand,Pakaur,AMRAPARA,AMRAPARA,YOGA SESSION ,(23rd March 2024),Yoga,2024
"4,264",2741678672,HSC FATEHPUR,SubCentre,Jharkhand,Pakaur,AMRAPARA,AMRAPARA,TB AWARENESS ACTIVITY ,(25th March 2024),"Other
",2024
"4,265",2741678672,HSC FATEHPUR,SubCentre,Jharkhand,Pakaur,AMRAPARA,AMRAPARA,YOGA SESSION ,(27th March 2024),Yoga,2024
"4,266",2741678672,HSC FATEHPUR,SubCentre,Jharkhand,Pakaur,AMRAPARA,AMRAPARA,YOGA SESSION ,(29th March 2024),School visit,2024
"4,282",2743178283,HSC URMAL,SubCentre,Jharkhand,Sarikela-Kharswana,CHANDIL,CHANDIL,PMMSA,(9th March 2024),"Other
",2024
"4,283",2743178283,HSC URMAL,SubCentre,Jharkhand,Sarikela-Kharswana,CHANDIL,CHANDIL,AHD,(14th March 2024),School visit,2024
"4,284",2743178283,HSC URMAL,SubCentre,Jharkhand,Sarikela-Kharswana,CHANDIL,CHANDIL,oral health day,(20th March 2024),Special screening talk,2024
"4,285",2743178283,HSC URMAL,SubCentre,Jharkhand,Sarikela-Kharswana,CHANDIL,CHANDIL,AHD,(23rd March 2024),"Other
",2024
"4,314",2747358188,HSC KARITAND,SubCentre,Jharkhand,Dhanbad,DHANBAD-CUM-KENDUADIH-CUM-JAGATA,DHANBAD,monthly meeting ,(6th March 2024),"Other
",2024
"4,315",2747358188,HSC KARITAND,SubCentre,Jharkhand,Dhanbad,DHANBAD-CUM-KENDUADIH-CUM-JAGATA,DHANBAD,sickle test ,(19th March 2024),"Other
",2024
"4,316",2747358188,HSC KARITAND,SubCentre,Jharkhand,Dhanbad,DHANBAD-CUM-KENDUADIH-CUM-JAGATA,DHANBAD,yoga ,(18th March 2024),Yoga,2024
"4,317",2747358188,HSC KARITAND,SubCentre,Jharkhand,Dhanbad,DHANBAD-CUM-KENDUADIH-CUM-JAGATA,DHANBAD,elderly care ,(16th March 2024),"Other
",2024
"4,318",2747358188,HSC KARITAND,SubCentre,Jharkhand,Dhanbad,DHANBAD-CUM-KENDUADIH-CUM-JAGATA,DHANBAD,family planning programme ,(27th March 2024),"Other
",2024
"4,353",2752774741,HSC KOLIAWARI,SubCentre,Jharkhand,Dumka,SHIKARIPARA,SHIKARIPARA,ANC ,(6th March 2024),"Other
",2024
"4,354",2752774741,HSC KOLIAWARI,SubCentre,Jharkhand,Dumka,SHIKARIPARA,SHIKARIPARA,International Women's Day(8th March 2024),(8th March 2024),"Other
",2024
"4,355",2752774741,HSC KOLIAWARI,SubCentre,Jharkhand,Dumka,SHIKARIPARA,SHIKARIPARA,yoga,(7th March 2024),Yoga,2024
"4,356",2752774741,HSC KOLIAWARI,SubCentre,Jharkhand,Dumka,SHIKARIPARA,SHIKARIPARA,NCD screening ,(9th March 2024),Special screening talk,2024
"4,357",2752774741,HSC KOLIAWARI,SubCentre,Jharkhand,Dumka,SHIKARIPARA,SHIKARIPARA,Good diet,(11th March 2024),Awareness activity about eat right,2024
"4,358",2752774741,HSC KOLIAWARI,SubCentre,Jharkhand,Dumka,SHIKARIPARA,SHIKARIPARA,yoga,(14th March 2024),Yoga,2024
"4,359",2752774741,HSC KOLIAWARI,SubCentre,Jharkhand,Dumka,SHIKARIPARA,SHIKARIPARA,maternal health and family planning programme ,(15th March 2024),"Other
",2024
"4,360",2752774741,HSC KOLIAWARI,SubCentre,Jharkhand,Dumka,SHIKARIPARA,SHIKARIPARA,maternal health and family planning programme ,(16th March 2024),"Other
",2024
"4,361",2752774741,HSC KOLIAWARI,SubCentre,Jharkhand,Dumka,SHIKARIPARA,SHIKARIPARA,elderly day ,(18th March 2024),Special screening talk,2024
"4,362",2752774741,HSC KOLIAWARI,SubCentre,Jharkhand,Dumka,SHIKARIPARA,SHIKARIPARA,NCD screening ,(19th March 2024),"Other
",2024
"4,363",2752774741,HSC KOLIAWARI,SubCentre,Jharkhand,Dumka,SHIKARIPARA,SHIKARIPARA,oral day,(20th March 2024),School visit,2024
"4,364",2752774741,HSC KOLIAWARI,SubCentre,Jharkhand,Dumka,SHIKARIPARA,SHIKARIPARA,family welfare program ,(21st March 2024),"Other
",2024
"4,365",2752774741,HSC KOLIAWARI,SubCentre,Jharkhand,Dumka,SHIKARIPARA,SHIKARIPARA,World Tuberculosis Day(24th March 2024),(24th March 2024),"Other
",2024
"4,380",2755135551,HSC BADLA,SubCentre,Jharkhand,Ranchi,TAMAR I,TAMAR,Monthly Elderly Day ,(16th March 2024),Health talk,2024
"4,381",2755135551,HSC BADLA,SubCentre,Jharkhand,Ranchi,TAMAR I,TAMAR,Pariwar Kalyan Diwas ,(21st March 2024),Health talk,2024
"4,402",2776215119,UPHC RASHIKPUR,Urban Health Centre,Jharkhand,Dumka,DUMKA,DUMKA,elderly day health program,(16th March 2024),Special screening talk,2024
"4,404",2776731875,HSC DEWAKI,SubCentre,Jharkhand,Gumla,GHAGHRA,GHAGHARA,world tuberculosis day,(22nd March 2024),Community meeting,2024
"4,405",2776731875,HSC DEWAKI,SubCentre,Jharkhand,Gumla,GHAGHRA,GHAGHARA,Routine Immunization ,(16th March 2024),Health talk,2024
"4,406",2776731875,HSC DEWAKI,SubCentre,Jharkhand,Gumla,GHAGHRA,GHAGHARA,sickle cell awareness ,(19th March 2024),Health talk,2024
"4,407",2776731875,HSC DEWAKI,SubCentre,Jharkhand,Gumla,GHAGHRA,GHAGHARA,yoga ,(29th March 2024),Yoga,2024
"4,408",2776731875,HSC DEWAKI,SubCentre,Jharkhand,Gumla,GHAGHRA,GHAGHARA,yoga,(27th March 2024),Yoga,2024
"4,442",2777671385,HSC PATHRADDA,SubCentre,Jharkhand,Deogarh,SARATH,SARATH,Health talk,(2nd March 2024),Awareness activity about eat right,2024
"4,443",2777671385,HSC PATHRADDA,SubCentre,Jharkhand,Deogarh,SARATH,SARATH,ANC,(9th March 2024),"Other
",2024
"4,444",2777671385,HSC PATHRADDA,SubCentre,Jharkhand,Deogarh,SARATH,SARATH,Vhnd,(7th March 2024),"Other
",2024
"4,445",2777671385,HSC PATHRADDA,SubCentre,Jharkhand,Deogarh,SARATH,SARATH,Vhnd,(14th March 2024),"Other
",2024
"4,446",2777671385,HSC PATHRADDA,SubCentre,Jharkhand,Deogarh,SARATH,SARATH,Pariwar kalyan pakhwada,(21st March 2024),Community meeting,2024
"4,447",2777671385,HSC PATHRADDA,SubCentre,Jharkhand,Deogarh,SARATH,SARATH,Vhnd visit,(22nd March 2024),"Other
",2024
"4,448",2777671385,HSC PATHRADDA,SubCentre,Jharkhand,Deogarh,SARATH,SARATH,Swasthya mela,(23rd March 2024),Community meeting,2024
"4,508",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,iucd training,(9th March 2024),"Other
",2024
"4,509",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,iucd training,(4th March 2024),"Other
",2024
"4,510",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,CHC training CHC Barhait,(5th March 2024),"Other
",2024
"4,511",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,iucd training,(6th March 2024),"Other
",2024
"4,512",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,iucd training,(7th March 2024),"Other
",2024
"4,513",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,OPD ANC chakep NCD screening,(3rd March 2024),"Other
",2024
"4,514",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,iucd training,(11th March 2024),"Other
",2024
"4,515",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,iucd training,(12th March 2024),"Other
",2024
"4,516",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,iucd training,(13th March 2024),"Other
",2024
"4,517",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,iucd training,(14th March 2024),"Other
",2024
"4,518",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,iucd training CHC barharwa,(15th March 2024),"Other
",2024
"4,519",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,OPD ANC chakep NCD screening,(19th March 2024),"Other
",2024
"4,520",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,"world oral health day,",(20th March 2024),Health talk,2024
"4,521",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,OPD ANC chakep NCD screening and,(18th March 2024),"Other
",2024
"4,522",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,family planning Day,(21st March 2024),"Other
",2024
"4,523",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,OPD ANC chakep NCD screening,(27th March 2024),"Other
",2024
"4,524",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,RI monitoring and ANC OPD esanjevni ANC chakep,(30th March 2024),"Other
",2024
"4,525",2812652218,HSC KADMA FP,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,AAM Monthly meeting,(28th March 2024),"Other
",2024
"4,540",2814778144,HSC BISHRAMPUR,SubCentre,Jharkhand,Garhwa,RANKA,RANKA,Yoga,(18th March 2024),Yoga,2024
"4,541",2814778144,HSC BISHRAMPUR,SubCentre,Jharkhand,Garhwa,RANKA,RANKA,yoga ,(16th March 2024),Yoga,2024
"4,557",2824774562,HSC Harladih,SubCentre,Jharkhand,Dhanbad,Jharia-Cum-Jorapokhar-Cum-Sindri,,Family planning ,(18th March 2024),Special screening talk,2024
"4,558",2824774562,HSC Harladih,SubCentre,Jharkhand,Dhanbad,Jharia-Cum-Jorapokhar-Cum-Sindri,,Family planning training ,(19th March 2024),Health talk,2024
"4,559",2824774562,HSC Harladih,SubCentre,Jharkhand,Dhanbad,Jharia-Cum-Jorapokhar-Cum-Sindri,,Family planning training ,(20th March 2024),Special screening talk,2024
"4,568",2841487263,HSC ROLAGARAM,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,"RI monitor,OPD NCD, family planning",(21st March 2024),Special screening talk,2024
"4,584",2856488313,HSC DUMARIA,SubCentre,Jharkhand,Chatra,SHALIGRAM RAM NARAYANPUR(HUNTERGANJ),,ANC check up ,(11th March 2024),"Other
",2024
"4,585",2856488313,HSC DUMARIA,SubCentre,Jharkhand,Chatra,SHALIGRAM RAM NARAYANPUR(HUNTERGANJ),,VHND visit ,(14th March 2024),"Other
",2024
"4,586",2856488313,HSC DUMARIA,SubCentre,Jharkhand,Chatra,SHALIGRAM RAM NARAYANPUR(HUNTERGANJ),,Elderly mental health day celebration ,(16th March 2024),"Special screening talk,Other
",2024
"4,587",2856488313,HSC DUMARIA,SubCentre,Jharkhand,Chatra,SHALIGRAM RAM NARAYANPUR(HUNTERGANJ),,family welfare day celebrate ,(21st March 2024),"Other
",2024
"4,600",2858467620,HSC DEVKULI,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,Yoga,(23rd March 2024),Yoga,2024
"4,601",2858467620,HSC DEVKULI,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,World Tuberculosis Day(24th March 2024),(24th March 2024),Yoga,2024
"4,602",2858467620,HSC DEVKULI,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,Yoga,(25th March 2024),Yoga,2024
"4,603",2858467620,HSC DEVKULI,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,Yoga,(26th March 2024),Yoga,2024
"4,604",2858467620,HSC DEVKULI,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,Yoga class,(27th March 2024),Yoga,2024
"4,605",2858467620,HSC DEVKULI,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,Yoga class,(28th March 2024),Yoga,2024
"4,606",2858467620,HSC DEVKULI,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,Yoga class,(29th March 2024),Yoga,2024
"4,607",2858467620,HSC DEVKULI,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,Yoga class,(30th March 2024),Yoga,2024
"4,608",2858467620,HSC DEVKULI,SubCentre,Jharkhand,Hazaribagh,ICHAK,ICHAK,Yoga,(31st March 2024),Yoga,2024
"4,645",2858486257,HSC KELHWA,SubCentre,Jharkhand,Palamu,PANKI,PANKI, health education diet ,(7th March 2024),Health talk,2024
"4,646",2858486257,HSC KELHWA,SubCentre,Jharkhand,Palamu,PANKI,PANKI,awareness HIV ,(30th March 2024),Health talk,2024
"4,665",2862785736,HSC gutjora,SubCentre,Jharkhand,Khunti,KHUNTI,KHUNTI,yoga session ,(9th March 2024),Yoga,2024
"4,666",2862785736,HSC gutjora,SubCentre,Jharkhand,Khunti,KHUNTI,KHUNTI,yoga session ,(11th March 2024),Yoga,2024
"4,667",2862785736,HSC gutjora,SubCentre,Jharkhand,Khunti,KHUNTI,KHUNTI,World Tuberculosis Day(24th March 2024),(24th March 2024),Yoga,2024
"4,668",2862785736,HSC gutjora,SubCentre,Jharkhand,Khunti,KHUNTI,KHUNTI,pariwar Kalyan diwas ,(25th March 2024),"Other
",2024
"4,669",2862785736,HSC gutjora,SubCentre,Jharkhand,Khunti,KHUNTI,KHUNTI,yoga session ,(26th March 2024),"Community meeting,Yoga",2024
"4,670",2862785736,HSC gutjora,SubCentre,Jharkhand,Khunti,KHUNTI,KHUNTI,NCD screening ,(28th March 2024),Community meeting,2024
"4,671",2862785736,HSC gutjora,SubCentre,Jharkhand,Khunti,KHUNTI,KHUNTI,,(30th March 2024),Yoga,2024
"4,710",2875844223,HSC SANDEBURU,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,VHSNC,(1st March 2024),Community meeting,2024
"4,711",2875844223,HSC SANDEBURU,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,VHND,(2nd March 2024),"Special screening talk,Health talk",2024
